entity_num,alt_num,alt_type,alt_name,alt_remarks
23559,37130.0,aka,LLC PSKOVNEFTEPRODUCT,-0- 
23559,37131.0,aka,LIMITED LIABILITY COMPANY MARKETING ASSOCIATION PSKOVNEFTEPRODUCT,-0- 
23562,37138.0,aka,LLC NOVGORODNEFTEPRODUCT,-0- 
23562,37139.0,aka,NOVGORODNEFTEPRODUKT LLC,-0- 
23562,37140.0,aka,LIMITED LIABILITY COMPANY NOVGORODNEFTEPRODUCT,-0- 
23566,37153.0,aka,OJSC SOVKHOZ CHERVISHEVSKY,-0- 
23566,37154.0,aka,"SOVKHOZ CHERVISHEVSKY, JSC",-0- 
23566,37155.0,aka,OPEN JOINT STOCK COMPANY SOVKHOZ CHERVISHEVSKY,-0- 
23568,37158.0,aka,LLC KINEF,-0- 
23568,37159.0,aka,"KINEF, LLC",-0- 
23568,37160.0,aka,LIMITED LIABILITY COMPANY PRODUCTION ASSOCIATION KIRISHINEFTEORGSINTEZ,-0- 
23569,37162.0,aka,KALININGRADNEFTEPRODUKT LLC,-0- 
23569,37163.0,aka,LLC KALININGRADNEFTEPRODUCT,-0- 
23569,37164.0,aka,LIMITED LIABILITY COMPANY KALININGRADNEFTEPRODUCT,-0- 
23570,37166.0,aka,LLC MA TVERNEFTEPRODUCT,-0- 
23570,37167.0,aka,LIMITED LIABILITY COMPANY MARKETING ASSOCIATION TVERNEFTEPRODUCT,-0- 
23571,37169.0,aka,LLC INSURANCE COMPANY SURGUTNEFTEGAS,-0- 
23571,37170.0,aka,"INSURANCE COMPANY SURGUTNEFTEGAS, LLC",-0- 
23571,37171.0,aka,LIMITED LIABILITY COMPANY INSURANCE COMPANY SURGUTNEFTEGAS,-0- 
23572,37173.0,aka,LLC KIRISHIAVTOSERVIS,-0- 
23572,37174.0,aka,LIMITED LIABILITY COMPANY KIRISHIAVTOSERVIS,-0- 
23577,37183.0,aka,CLOSED JOINT STOCK COMPANY SURGUTNEFTEGASBANK (ZAO SNGB),-0- 
23577,37184.0,aka,JOINT STOCK COMPANY SURGUTNEFTEGASBANK,-0- 
23577,37185.0,aka,JSC BANK SNGB,-0- 
27016,42778.0,aka,DEFENSE INDUSTRIES PRESIDENCY,-0- 
27016,42779.0,fka,UNDERSECRETARIAT FOR DEFENSE INDUSTRIES,-0- 
30882,50530.0,aka,CHINA TELECOM,-0- 
30882,50531.0,aka,"CHINA TELECOM CO., LTD",-0- 
30882,50532.0,aka,CHINA TELECOM CORP LTD,-0- 
30902,48589.0,aka,AERO ENGINE CORP OF CHINA,-0- 
30902,50454.0,aka,"CHINA AVIATION ENGINE GROUP CO., LTD",-0- 
30923,50613.0,aka,CHINA MOBILE LTD,-0- 
30924,50615.0,fka,CHINA UNICOM LIMITED,-0- 
30925,50464.0,aka,AVIATION INDUSTRY CORP OF CHINA,-0- 
30925,50466.0,aka,AVIATION INDUSTRY OF CHINA,-0- 
30926,50614.0,aka,CNOOC LTD,-0- 
30928,48621.0,aka,CHINA AEROSPACE SCIENCE AND INDUSTRY CORPORATION,-0- 
30928,50495.0,aka,CASIC,-0- 
30930,48627.0,aka,CHINA COMMUNICATIONS CONSTRUCTION CO LTD,-0- 
30930,50525.0,aka,CHINA COMMUNICATIONS CONSTRUCTION COMPANY LTD,-0- 
30930,50526.0,aka,CHINA COMMUNICATIONS CONSTR CO LTD,-0- 
30933,48632.0,aka,"CHINA SOUTH INDUSTRIES GROUP CO., LTD.",-0- 
30934,50487.0,aka,CHINA SPACESAT,-0- 
30937,48642.0,aka,CHINA GENERAL NUCLEAR POWER CORP,-0- 
30938,48644.0,aka,CHINA STATE SHIPBUILDING CORPORATION,-0- 
30938,50514.0,aka,CHINA SHIPBUILDING CORPORATION,-0- 
30938,50517.0,aka,CHINA STATE SHIPBUILDING CORPORATION CO. LTD,-0- 
30939,48646.0,aka,CHINA TELECOM,-0- 
30939,48647.0,aka,"CHINA TELECOM GROUP CO., LTD.",-0- 
30942,48654.0,aka,CHINA UNITED NETWORK COMMUNICATIONS GROUP COMPANY LIMITED,-0- 
30942,50528.0,aka,CHINA UNICOM,-0- 
30942,50529.0,fka,CHINA UNITED TELECOMMUNICATIONS CORPORATION,-0- 
30944,48665.0,aka,CHINA MOBILE,-0- 
30946,48662.0,aka,HIKVISION,-0- 
30946,48893.0,aka,HANGZHOU HIKVISION DIGITAL TECHNOLOGY,-0- 
30947,48664.0,aka,HUAWEI INVESTMENT & HOLDING CO LTD,-0- 
30949,48671.0,aka,INSPUR GROUP,-0- 
30950,50488.0,aka,PANDA ELECTRONICS GROUP LIMITED,-0- 
30951,48676.0,aka,SEMICONDUCTOR MFG INTL CORP,-0- 
30951,50629.0,aka,SEMICONDUCTOR MANUFACTURING INTERNATIONAL CORPORATION LIMITED,-0- 
30951,50630.0,aka,"SEMICONDUCTOR MANUFACTURING INTERNATIONAL CORPORATION CO., LTD",-0- 
30954,48890.0,aka,CHINA NATIONAL NUCLEAR CORP,-0- 
30956,48894.0,aka,CHINA NATIONAL OFFSHORE OIL CORP.,-0- 
30956,50504.0,aka,CNOOC,-0- 
30957,48687.0,aka,NORINCO,-0- 
30957,48688.0,aka,CHINA NORTH INDUSTRIES GROUP CORPORATION,-0- 
30957,50489.0,aka,NORINCO GROUP,-0- 
30957,50520.0,aka,CHINA NORTH INDUSTRIES GROUP CO. LTD,-0- 
30958,48690.0,aka,CHINA NUCLEAR ENGINEERING & CONSTRUCTION CORP LTD,-0- 
30958,50553.0,aka,CHINA NATIONAL ENGINEERING & CONSTRUCTION CORPORATION LIMITED,-0- 
31695,49722.0,aka,"BANK ROSSI, FEDERAL STATE BUDGETARY INSTITUTION",-0- 
31695,49723.0,aka,BANK OF RUSSIA,-0- 
31695,49724.0,aka,"BANK OF RUSSIA, CENTRAL BANK",-0- 
31695,49725.0,aka,TSENTRALNY BANK ROSSISKOI FEDERATSII,-0- 
31695,49726.0,aka,CENTRAL BANK OF RUSSIA,-0- 
32028,50234.0,aka,"ANHUI GREAT WALL MILITARY INDUSTRY CO., LTD",-0- 
32028,50236.0,aka,"ANHUI GREATWALL MILITARY INDUSTRY CO., LTD.",-0- 
32028,50237.0,aka,GREATWALL MILITARY,-0- 
32028,50238.0,aka,GREATWALL MILITARY INDUSTRY,-0- 
32052,50272.0,aka,AVIC XIAN AIRCRAFT INDUSTRY GROUP CO LTD,-0- 
32052,50273.0,aka,XI'AN AIRCRAFT INDUSTRY GROUP CO LTD,-0- 
32052,50274.0,aka,"AVIC AIRCRAFT CO., LTD.",-0- 
32052,50275.0,aka,XI'AN AIRCRAFT INDUSTRIAL CORP.,-0- 
32053,50277.0,aka,"AVIC HEAVY MACHINERY CO., LTD.",-0- 
32053,50278.0,fka,"GUIZHOU LIYUAN HYDRAULIC CO., LTD.",-0- 
32053,50279.0,fka,"GUIZHOU LIYUAN HYDRAULIC COMPONENTS CO., LTD.",-0- 
32055,50298.0,aka,JONHON,-0- 
32056,50301.0,aka,SHENYANG AIRCRAFT CO. LTD.,-0- 
32056,50302.0,fka,"DONGAN HEIBAO CO., LTD.",-0- 
32069,50321.0,aka,CHINA SATCOM,-0- 
32072,50330.0,aka,CHINA COMMUNICATIONS CONSTRUCTION GROUP (LTD),-0- 
32072,50332.0,aka,CHINA COMMUNICATIONS GROUP CO. LTD,-0- 
32072,50333.0,aka,CHINA COMMUNICATIONS GROUP COMPANY LIMITED,-0- 
32073,50336.0,aka,"AEROSPACE COMMUNICATIONS HOLDINGS CO., LTD.",-0- 
32073,50337.0,aka,AEROCOM,-0- 
32073,50339.0,fka,AEROSPACE COMMUNICATIONS HOLDINGS COMPANY LIMITED,-0- 
32077,50348.0,aka,TORCH ELECTRON,-0- 
32078,50350.0,aka,FIRMACO,-0- 
32078,50351.0,fka,BAOTOU BEIFANG CHUANGYE COMPANY LIMITED,-0- 
32079,50353.0,aka,COMEC,-0- 
32079,50354.0,fka,GUANGZHOU SHIPYARD INTERNATIONAL COMPANY LIMITED,-0- 
32082,50358.0,aka,"AVIC AVIATION HIGH-TECHNOLOGY CO., LTD.",-0- 
32082,50359.0,aka,AVIC HI-TECH,-0- 
32082,50360.0,fka,TONTEC TECHNOLOGY INVESTMENT GROUP COMPANY LIMITED,-0- 
32084,50364.0,fka,ZHEJIANG NANYANG TECHNOLOGY COMPANY LIMITED,-0- 
32085,50368.0,fka,LONG MARCH LAUNCH VEHICLE TECHNOLOGY COMPANY LIMITED,-0- 
32087,50372.0,aka,"HUAWEI INVESTMENT AND HOLDING CO., LTD.",-0- 
32089,50376.0,aka,PROVEN GLORY,-0- 
32090,50378.0,aka,"CHINA AVIONICS SYSTEMS CO., LTD",-0- 
32090,50379.0,aka,AVIC AVIONICS,-0- 
32090,50381.0,fka,"CHINA AVIC ELECTRONICS CO., LTD",-0- 
32090,50382.0,fka,CHINA AVIC ELECTRONICS COMPANY LIMITED,-0- 
32091,50383.0,aka,PROVEN HONOUR CAPITAL LTD,-0- 
32091,50384.0,aka,PROVEN HONOUR,-0- 
32100,50411.0,aka,CHINA SHIPBUILDING INDUSTRY CO LTD,-0- 
32102,50417.0,aka,"CHANGSHA JINGJIA MICROELECTRONICS CO., LTD",-0- 
32102,50418.0,aka,JINGJIA MICRO,-0- 
32103,50420.0,aka,CHINA MARINE INFORMATION ELECTRONICS CO LTD,-0- 
32103,50421.0,fka,"CHINA SHIPBUILDING INDUSTRY GROUP MARINE DEFENSE AND INFORMATION CONFRONTATION CO., LTD.",-0- 
32103,50422.0,fka,CEC CORECAST CORPORATION LIMITED,-0- 
32106,50427.0,aka,CHINA SHIPBUILDING INDUSTRY GROUP POWER CO LTD,-0- 
32106,50428.0,aka,CHINA SHIPBUILDING INDUSTRY GROUP POWER,-0- 
32106,50429.0,aka,CSIC POWER,-0- 
32106,50431.0,fka,"FENGFAN CO., LTD.",-0- 
32107,50433.0,aka,COSTAR GROUP CO,-0- 
32107,50434.0,fka,"LIDA OPTICAL & ELECTRONIC CO., LTD.",-0- 
32128,50482.0,aka,NANJING PANDA ELECTRONIC CO. LTD.,-0- 
32128,50483.0,aka,NANJING PANDA ELECTR. CO. LTD.,-0- 
32128,50484.0,aka,NANJING PANDA,-0- 
32129,50497.0,aka,AEROSUN CORP.,-0- 
32129,50498.0,aka,AEROSUN,-0- 
32130,50500.0,fka,"BEIJING NORTH PHENIX INTELLIGENCE TECHNOLOGY CO., LTD.",-0- 
32130,50501.0,fka,"CHINA NORTH OPTICAL-ELECTRICAL TECHNOLOGY CO., LTD.",-0- 
32131,50503.0,aka,"SHAANXI ZHONGTIAN ROCKET TECHNOLOGY CO., LTD",-0- 
32153,50519.0,aka,"ZHONGHANG ELECTRONIC MEASURING INSTRUMENTS CO., LTD",-0- 
32153,50521.0,aka,ZEMIC,-0- 
32153,50523.0,aka,AVIC ZEMIC,-0- 
33114,52095.0,aka,SENSETIME GROUP LTD,-0- 
33894,53113.0,aka,"LEON TECHNOLOGY CO., LTD.",-0- 
33895,53116.0,aka,"NETPOSA TECHNOLOGIES, LTD.",-0- 
33895,53117.0,aka,NETPOSA,-0- 
34556,54107.0,aka,ROSTELEKOM PJSC,-0- 
34556,54108.0,aka,PJSC ROSTELECOM,-0- 
34556,54109.0,aka,PUBLICHNOE AKTSIONERNOY OBSHCHESTVO ROSTELEKOM,-0- 
34556,54110.0,aka,PUBLICHNOE AKTSIONERNOE OBSHCHESTVO ROSTELEKOM,-0- 
34556,54111.0,aka,ROSTELECOM,-0- 
34556,54112.0,fka,PAO MEZHDUGORODNOI I MEZHDUNARODNOI ELEKTRICHESKOI SVYAZI ROSTELEKOM,-0- 
34578,54302.0,aka,PUBLIC JOINT-STOCK COMPANY FEDERAL HYDRO-GENERATING COMPANY - RUSHYDRO,-0- 
34578,54303.0,aka,FEDERAL HYDRO-GENERATING COMPANY RUSHYDRO PAO,-0- 
34578,54304.0,aka,PUBLICHNOE AKTSIONERNOE OBSCHESTVO FEDERALNAYA GYDROGENERIRUYUSCHAYA KOMPANIYA-RUSGYDRO,-0- 
34578,54305.0,aka,PUBLICHNOE AKTSIONERNOE OBSHCHESTVO FEDERALNAYA GIDROGENERIRUYUSHCHAYA KOMPANIYA - RUSGIDRO,-0- 
34578,54306.0,aka,"RUSGIDRO, PAO",-0- 
34578,54309.0,fka,FEDERAL HYDRO-GENERATING COMPANY RUSHYDRO OAO,-0- 
34578,54310.0,fka,GIDROOGK OAO,-0- 
34578,54312.0,fka,OTKRYTOE AKTSIONERNOE OBSCHESTVO FEDERALNAYA GYDROGENERIRUYUSCHAYA KOMPANIYA-RUSGYDRO,-0- 
34736,54467.0,aka,JSC RUSSIAN RAILWAYS,-0- 
34736,54468.0,aka,RUSSIAN RAILWAYS JSC,-0- 
34736,54469.0,aka,RUSSIAN RAILWAYS,-0- 
,,,,
